gss-code,year,vacancy-dwellings
E08000002,2012,2921
E08000002,2013,2854
E08000002,2014,2639
E08000002,2015,2552
E08000003,2011,11116
E08000003,2012,7201
E08000003,2013,5399
E08000003,2014,4813
E08000003,2015,3932
E08000004,2011,4546
E08000004,2012,4098
E08000004,2013,3836
E08000004,2014,3461
E08000004,2015,3103
E08000005,2011,3515
E08000005,2012,3661
E08000005,2013,3114
E08000005,2014,3096
E08000005,2015,3028
E08000006,2011,4529
E08000006,2012,3595
E08000006,2013,3324
E08000006,2014,3276
E08000006,2015,3408
E08000007,2011,3368
E08000007,2012,3437
E08000007,2013,3571
E08000007,2014,3283
E08000007,2015,3168
E08000008,2011,3673
E08000008,2012,3380
E08000008,2013,2935
E08000008,2014,2957
E08000008,2015,2549
E08000009,2011,2951
E08000009,2012,2632
E08000009,2013,2452
E08000009,2014,2061
E08000009,2015,2176
E08000010,2011,5324
E08000010,2012,5190
E08000010,2013,4970
E08000010,2014,4520
E08000010,2015,4126
E08000011,2011,2278
E08000011,2012,2306
E08000011,2013,2599
E08000011,2014,2252
E08000011,2015,2052
E08000012,2011,11881
E08000012,2012,12025
E08000012,2013,9584
E08000012,2014,9177
E08000012,2015,9027
E08000013,2011,2565
E08000013,2012,2484
E08000013,2013,2575
E08000013,2014,2396
E08000013,2015,2509
E08000014,2011,5476
E08000014,2012,5509
E08000014,2013,5523
E08000014,2014,5416
E08000014,2015,5422
E08000015,2011,5935
E08000015,2012,5871
E08000015,2013,5424
E08000015,2014,5158
E08000015,2015,4989
E08000016,2011,4496
E08000016,2012,4210
E08000016,2013,3839
E08000016,2014,3321
E08000016,2015,2987
E08000017,2011,5218
E08000017,2012,5346
E08000017,2013,4505
E08000017,2014,4281
E08000017,2015,4386
E08000018,2011,3792
E08000018,2012,3764
E08000018,2013,3441
E08000018,2014,3250
E08000018,2015,3265
E08000019,2011,7699
E08000019,2012,6714
E08000019,2013,6156
E08000019,2014,5583
E08000019,2015,6092
E08000020,2011,4426
E08000020,2012,4836
E08000020,2013,3772
E08000020,2014,3217
E08000020,2015,2827
E08000021,2011,3771
E08000021,2012,3119
E08000021,2013,2606
E08000021,2014,2797
E08000021,2015,2824
E08000022,2011,3081
E08000022,2012,3282
E08000022,2013,2467
E08000022,2014,3021
E08000022,2015,3055
E08000023,2011,2512
E08000023,2012,2375
E08000023,2013,1917
E08000023,2014,1984
E08000023,2015,2201
E08000024,2011,4047
E08000024,2012,3848
E08000024,2013,4198
E08000024,2014,3856
E08000024,2015,4254
E08000025,2011,11924
E08000025,2012,12128
E08000025,2013,9239
E08000025,2014,9523
E08000025,2015,10130
E08000026,2011,3943
E08000026,2012,4163
E08000026,2013,3632
E08000026,2014,3300
E08000026,2015,3233
E08000027,2011,4011
E08000027,2012,4076
E08000027,2013,3788
E08000027,2014,3680
E08000027,2015,3720
E08000028,2011,5043
E08000028,2012,4826
E08000028,2013,4380
E08000028,2014,4051
E08000028,2015,3812
E08000029,2011,1590
E08000029,2012,1480
E08000029,2013,1056
E08000029,2014,899
E08000029,2015,962
E08000030,2011,3681
E08000030,2012,3783
E08000030,2013,3386
E08000030,2014,3459
E08000030,2015,2835
E08000031,2011,3989
E08000031,2012,4079
E08000031,2013,3867
E08000031,2014,3730
E08000031,2015,3759
E08000032,2011,11210
E08000032,2012,10548
E08000032,2013,10277
E08000032,2014,9778
E08000032,2015,9277
E08000033,2011,4202
E08000033,2012,4235
E08000033,2013,4048
E08000033,2014,3863
E08000033,2015,3731
E08000034,2011,7491
E08000034,2012,7388
E08000034,2013,6578
E08000034,2014,6151
E08000034,2015,5365
E08000035,2011,13946
E08000035,2012,13307
E08000035,2013,11853
E08000035,2014,10724
E08000035,2015,10135
E08000036,2011,5256
E08000036,2012,5119
E08000036,2013,4500
E08000036,2014,4318
E08000036,2015,4327
E09000001,2011,88
E09000001,2012,89
E09000001,2013,107
E09000001,2014,120
E09000001,2015,86
E09000002,2011,1578
E09000002,2012,1631
E09000002,2013,1484
E09000002,2014,1382
E09000002,2015,1154
E09000003,2011,3201
E09000003,2012,3016
E09000003,2013,2549
E09000003,2014,2362
E09000003,2015,2638
E09000004,2011,1971
E09000004,2012,2282
E09000004,2013,1271
E09000004,2014,1087
E09000004,2015,1180
E09000005,2011,2370
E09000005,2012,2328
E09000005,2013,1130
E09000005,2014,1181
E09000005,2015,1073
E09000006,2011,3320
E09000006,2012,3190
E09000006,2013,2653
E09000006,2014,2646
E09000006,2015,2751
E09000007,2011,2868
E09000007,2012,2867
E09000007,2013,2804
E09000007,2014,2859
E09000007,2015,2617
E09000008,2011,3638
E09000008,2012,3606
E09000008,2013,2846
E09000008,2014,2564
E09000008,2015,3130
E09000009,2011,2437
E09000009,2012,2374
E09000009,2013,2535
E09000009,2014,2529
E09000009,2015,3209
E09000010,2011,2522
E09000010,2012,2532
E09000010,2013,2224
E09000010,2014,1919
E09000010,2015,1907
E09000011,2011,3416
E09000011,2012,2412
E09000011,2013,2049
E09000011,2014,1839
E09000011,2015,1796
E09000012,2011,3180
E09000012,2012,2255
E09000012,2013,2227
E09000012,2014,2013
E09000012,2015,2268
E09000013,2011,1946
E09000013,2012,2129
E09000013,2013,988
E09000013,2014,1078
E09000013,2015,831
E09000014,2011,1752
E09000014,2012,2072
E09000014,2013,1435
E09000014,2014,1357
E09000014,2015,2397
E09000015,2011,1214
E09000015,2012,1277
E09000015,2013,1009
E09000015,2014,838
E09000015,2015,825
E09000016,2011,2387
E09000016,2012,2315
E09000016,2013,1890
E09000016,2014,1447
E09000016,2015,1352
E09000017,2011,1670
E09000017,2012,1592
E09000017,2013,1715
E09000017,2014,1381
E09000017,2015,1399
E09000018,2011,1164
E09000018,2012,992
E09000018,2013,1788
E09000018,2014,2250
E09000018,2015,1095
E09000019,2011,1851
E09000019,2012,1608
E09000019,2013,1580
E09000019,2014,1982
E09000019,2015,2981
E09000020,2011,2624
E09000020,2012,3031
E09000020,2013,2509
E09000020,2014,2269
E09000020,2015,2145
E09000021,2011,1404
E09000021,2012,1179
E09000021,2013,999
E09000021,2014,1314
E09000021,2015,1206
E09000022,2011,3591
E09000022,2012,3395
E09000022,2013,2190
E09000022,2014,2025
E09000022,2015,1980
E09000023,2011,2355
E09000023,2012,2253
E09000023,2013,1894
E09000023,2014,1835
E09000023,2015,2131
E09000024,2011,1649
E09000024,2012,1755
E09000024,2013,1190
E09000024,2014,1321
E09000024,2015,1249
E09000025,2011,2470
E09000025,2012,2141
E09000025,2013,1971
E09000025,2014,2392
E09000025,2015,2025
E09000026,2011,1926
E09000026,2012,2011
E09000026,2013,1513
E09000026,2014,1162
E09000026,2015,1293
E09000027,2011,1363
E09000027,2012,1640
E09000027,2013,1449
E09000027,2014,1211
E09000027,2015,1136
E09000028,2011,2679
E09000028,2012,2645
E09000028,2013,2668
E09000028,2014,2822
E09000028,2015,4677
E09000029,2011,2070
E09000029,2012,1848
E09000029,2013,1874
E09000029,2014,1742
E09000029,2015,1799
E09000030,2011,2391
E09000030,2012,2317
E09000030,2013,1588
E09000030,2014,1721
E09000030,2015,1844
E09000031,2011,1870
E09000031,2012,1908
E09000031,2013,1338
E09000031,2014,1122
E09000031,2015,1143
E09000032,2011,1586
E09000032,2012,1869
E09000032,2013,1472
E09000032,2014,1390
E09000032,2015,1309
E09000033,2011,3759
E09000033,2012,3542
E09000033,2013,2374
E09000033,2014,1555
E09000033,2015,1255
