gss.code,age.group,sex,relationship,year,hh.popn
E06000005,50_54,F,C,2018,2651
E06000005,55_59,F,C,2018,2573
E06000005,60_64,F,C,2018,2204
E06000005,65_69,F,C,2018,2040
E06000005,70_74,F,C,2018,1746
E06000005,75_79,F,C,2018,972
E06000005,80_84,F,C,2018,611
E06000005,85&,F,C,2018,296
E06000005,TOT,F,C,2018,25014
E06000005,0_4,F,P,2018,0
E06000005,5_9,F,P,2018,0
E06000005,10_14,F,P,2018,0
E06000005,15_19,F,P,2018,6
E06000005,20_24,F,P,2018,37
E06000005,25_29,F,P,2018,123
E06000005,30_34,F,P,2018,231
E06000005,35_39,F,P,2018,374
E06000005,40_44,F,P,2018,468
E06000005,45_49,F,P,2018,692
E06000005,50_54,F,P,2018,923
E06000005,55_59,F,P,2018,883
E06000005,60_64,F,P,2018,831
E06000005,65_69,F,P,2018,812
E06000005,70_74,F,P,2018,1064
E06000005,75_79,F,P,2018,952
E06000005,80_84,F,P,2018,977
E06000005,85&,F,P,2018,1170
E06000005,TOT,F,P,2018,9543
E06000005,0_4,F,S,2018,3137
E06000005,5_9,F,S,2018,3138
E06000005,10_14,F,S,2018,3048
E06000005,15_19,F,S,2018,2505
E06000005,20_24,F,S,2018,1739
E06000005,25_29,F,S,2018,1397
E06000005,30_34,F,S,2018,974
E06000005,35_39,F,S,2018,720
E06000005,40_44,F,S,2018,543
E06000005,45_49,F,S,2018,411
E06000005,50_54,F,S,2018,349
E06000005,55_59,F,S,2018,285
E06000005,60_64,F,S,2018,172
E06000005,65_69,F,S,2018,125
E06000005,70_74,F,S,2018,103
E06000005,75_79,F,S,2018,60
E06000005,80_84,F,S,2018,59
E06000005,85&,F,S,2018,57
E06000005,TOT,F,S,2018,18821
E06000005,0_4,M,C,2019,0
E06000006,5_9,M,C,2019,0
E06000007,10_14,M,C,2019,0
E06000008,15_19,M,C,2019,39
E06000009,20_24,M,C,2019,594
E06000010,25_29,M,C,2019,1544
E06000011,30_34,M,C,2019,1912
E06000012,35_39,M,C,2019,2024
E06000013,40_44,M,C,2019,1950
E06000014,45_49,M,C,2019,2318
E06000015,50_54,M,C,2019,2626
E06000016,55_59,M,C,2019,2650
E06000017,60_64,M,C,2019,2274
E06000018,65_69,M,C,2019,2019
E06000019,70_74,M,C,2019,2040
E06000020,75_79,M,C,2019,1294
E06000021,80_84,M,C,2019,870
E06000022,85&,M,C,2019,495
E06000023,TOT,M,C,2019,24650
E06000024,0_4,M,P,2019,0
E06000025,5_9,M,P,2019,0
E06000026,10_14,M,P,2019,0
E06000027,15_19,M,P,2019,0
E06000028,20_24,M,P,2019,20
E06000029,25_29,M,P,2019,69
E06000030,30_34,M,P,2019,121
E06000031,35_39,M,P,2019,217
E06000032,40_44,M,P,2019,296
E06000033,45_49,M,P,2019,493
E06000034,50_54,M,P,2019,599
E06000035,55_59,M,P,2019,633
E06000036,60_64,M,P,2019,571
E06000037,65_69,M,P,2019,497
E06000038,70_74,M,P,2019,565
E06000039,75_79,M,P,2019,458
E06000005,80_84,M,P,2019,383
E06000005,85&,M,P,2019,452
E06000005,TOT,M,P,2019,5373
E06000005,0_4,M,S,2019,3265
E06000005,5_9,M,S,2019,3318
E06000005,10_14,M,S,2019,3122
E06000005,15_19,M,S,2019,2785
E06000005,20_24,M,S,2019,1990
E06000005,25_29,M,S,2019,1750
E06000005,30_34,M,S,2019,1151
E06000005,35_39,M,S,2019,866
E06000005,40_44,M,S,2019,603
E06000005,45_49,M,S,2019,528
E06000005,50_54,M,S,2019,519
E06000005,55_59,M,S,2019,410
E06000005,60_64,M,S,2019,269
E06000005,65_69,M,S,2019,261
E06000005,70_74,M,S,2019,191
E06000005,75_79,M,S,2019,99
E06000005,80_84,M,S,2019,64
E06000005,85&,M,S,2019,42
E06000005,TOT,M,S,2019,21233
E06000005,0_4,F,C,2019,0
E06000005,5_9,F,C,2019,0
E06000005,10_14,F,C,2019,0
E06000005,15_19,F,C,2019,123
E06000005,20_24,F,C,2019,918
E06000005,25_29,F,C,2019,1921
E06000005,30_34,F,C,2019,2122
E06000005,35_39,F,C,2019,2167
E06000005,40_44,F,C,2019,2024
E06000005,45_49,F,C,2019,2556
E06000005,50_54,F,C,2019,2598
E06000005,55_59,F,C,2019,2602
E06000005,60_64,F,C,2019,2261
E06000005,65_69,F,C,2019,2023
E06000005,70_74,F,C,2019,1768
E06000005,75_79,F,C,2019,1003
E06000005,80_84,F,C,2019,649
E06000005,85&,F,C,2019,312
E06000005,TOT,F,C,2019,25047
E06000005,0_4,F,P,2019,0
E06000005,5_9,F,P,2019,0
E06000005,10_14,F,P,2019,0
E06000005,15_19,F,P,2019,5
E06000005,20_24,F,P,2019,38
E06000005,25_29,F,P,2019,119
E06000005,30_34,F,P,2019,223
E06000005,35_39,F,P,2019,365
E06000005,40_44,F,P,2019,443
E06000005,45_49,F,P,2019,672
E06000005,50_54,F,P,2019,895
E06000005,55_59,F,P,2019,892
E06000005,60_64,F,P,2019,854
E06000005,65_69,F,P,2019,808
E06000005,70_74,F,P,2019,1073
E06000005,75_79,F,P,2019,956
E06000005,80_84,F,P,2019,1005
E06000005,85&,F,P,2019,1182
E06000005,TOT,F,P,2019,9529
E06000005,0_4,F,S,2019,3123
E06000005,5_9,F,S,2019,3142
E06000005,10_14,F,S,2019,3080
E06000005,15_19,F,S,2019,2451
E06000005,20_24,F,S,2019,1736
E06000005,25_29,F,S,2019,1392
E06000005,30_34,F,S,2019,985
E06000005,35_39,F,S,2019,738
E06000005,40_44,F,S,2019,543
E06000005,45_49,F,S,2019,423
E06000005,50_54,F,S,2019,351
E06000005,55_59,F,S,2019,306
E06000005,60_64,F,S,2019,190
E06000005,65_69,F,S,2019,132
E06000005,70_74,F,S,2019,108
E06000005,75_79,F,S,2019,60
E06000005,80_84,F,S,2019,60
E06000005,85&,F,S,2019,56
E06000005,TOT,F,S,2019,18877
E06000005,0_4,M,C,2020,0
E06000006,5_9,M,C,2020,0
E06000007,10_14,M,C,2020,0
E06000008,15_19,M,C,2020,39
E06000009,20_24,M,C,2020,594
E06000010,25_29,M,C,2020,1544
E06000011,30_34,M,C,2020,1912
E06000012,35_39,M,C,2020,2024
E06000013,40_44,M,C,2020,1950
E06000014,45_49,M,C,2020,2318
E06000015,50_54,M,C,2020,2626
E06000016,55_59,M,C,2020,2650
E06000017,60_64,M,C,2020,2274
E06000018,65_69,M,C,2020,2019
E06000019,70_74,M,C,2020,2040
E06000020,75_79,M,C,2020,1294
E06000021,80_84,M,C,2020,870
E06000022,85&,M,C,2020,495
E06000023,TOT,M,C,2020,24650
E06000024,0_4,M,P,2020,0
E06000025,5_9,M,P,2020,0
E06000026,10_14,M,P,2020,0
E06000027,15_19,M,P,2020,0
E06000028,20_24,M,P,2020,20
E06000029,25_29,M,P,2020,69
E06000030,30_34,M,P,2020,121
E06000031,35_39,M,P,2020,217
E06000032,40_44,M,P,2020,296
E06000033,45_49,M,P,2020,493
E06000034,50_54,M,P,2020,599
E06000035,55_59,M,P,2020,633
E06000036,60_64,M,P,2020,571
E06000037,65_69,M,P,2020,497
E06000038,70_74,M,P,2020,565
E06000039,75_79,M,P,2020,458
E06000005,80_84,M,P,2020,383
E06000005,85&,M,P,2020,452
E06000005,TOT,M,P,2020,5373
E06000005,0_4,M,S,2020,3265
E06000005,5_9,M,S,2020,3318
E06000005,10_14,M,S,2020,3122
E06000005,15_19,M,S,2020,2785
E06000005,20_24,M,S,2020,1990
E06000005,25_29,M,S,2020,1750
E06000005,30_34,M,S,2020,1151
E06000005,35_39,M,S,2020,866
E06000005,40_44,M,S,2020,603
E06000005,45_49,M,S,2020,528
E06000005,50_54,M,S,2020,519
E06000005,55_59,M,S,2020,410
E06000005,60_64,M,S,2020,269
E06000005,65_69,M,S,2020,261
E06000005,70_74,M,S,2020,191
E06000005,75_79,M,S,2020,99
E06000005,80_84,M,S,2020,64
E06000005,85&,M,S,2020,42
E06000005,TOT,M,S,2020,21233
E06000005,0_4,F,C,2020,0
E06000005,5_9,F,C,2020,0
E06000005,10_14,F,C,2020,0
E06000005,15_19,F,C,2020,123
E06000005,20_24,F,C,2020,918
E06000005,25_29,F,C,2020,1921
E06000005,30_34,F,C,2020,2122
E06000005,35_39,F,C,2020,2167
E06000005,40_44,F,C,2020,2024
E06000005,45_49,F,C,2020,2556
E06000005,50_54,F,C,2020,2598
E06000005,55_59,F,C,2020,2602
E06000005,60_64,F,C,2020,2261
E06000005,65_69,F,C,2020,2023
E06000005,70_74,F,C,2020,1768
E06000005,75_79,F,C,2020,1003
E06000005,80_84,F,C,2020,649
E06000005,85&,F,C,2020,312
E06000005,TOT,F,C,2020,25047
E06000005,0_4,F,P,2020,0
E06000005,5_9,F,P,2020,0
E06000005,10_14,F,P,2020,0
E06000005,15_19,F,P,2020,5
E06000005,20_24,F,P,2020,38
E06000005,25_29,F,P,2020,119
E06000005,30_34,F,P,2020,223
E06000005,35_39,F,P,2020,365
E06000005,40_44,F,P,2020,443
E06000005,45_49,F,P,2020,672
E06000005,50_54,F,P,2020,895
E06000005,55_59,F,P,2020,892
E06000005,60_64,F,P,2020,854
E06000005,65_69,F,P,2020,808
E06000005,70_74,F,P,2020,1073
E06000005,75_79,F,P,2020,956
E06000005,80_84,F,P,2020,1005
E06000005,85&,F,P,2020,1182
E06000005,TOT,F,P,2020,9529
E06000005,0_4,F,S,2020,3123
E06000005,5_9,F,S,2020,3142
E06000005,10_14,F,S,2020,3080
E06000005,15_19,F,S,2020,2451
E06000005,20_24,F,S,2020,1736
E06000005,25_29,F,S,2020,1392
E06000005,30_34,F,S,2020,985
E06000005,35_39,F,S,2020,738
E06000005,40_44,F,S,2020,543
E06000005,45_49,F,S,2020,423
E06000005,50_54,F,S,2020,351
E06000005,55_59,F,S,2020,306
E06000005,60_64,F,S,2020,190
E06000005,65_69,F,S,2020,132
E06000005,70_74,F,S,2020,108
E06000005,75_79,F,S,2020,60
E06000005,80_84,F,S,2020,60
E06000005,85&,F,S,2020,56
E06000005,TOT,F,S,2020,18877
