gss.code,sex,age,year,popn
E06000005,F,28,2022,633.3939421481
E06000005,F,28,2023,616.460609063
E06000005,F,28,2024,645.4857257686
E06000005,F,28,2025,623.5943143086
E06000005,F,28,2026,645.3292892722
E06000005,F,28,2027,659.7219222038
E06000005,F,28,2028,567.4837860615
E06000005,F,28,2029,567.6902328345
E06000005,F,28,2030,517.3568265119
E06000005,F,28,2031,555.106720857
E06000005,F,28,2032,576.4918735622
E06000005,F,28,2033,565.2954871987
E06000005,F,28,2034,635.3541892549
E06000005,F,28,2035,620.068751416
E06000005,F,28,2036,674.8414423229
E06000005,F,28,2037,620.4505840115
E06000005,F,29,2011,662
E06000005,F,29,2012,654
E06000005,F,29,2013,693
E06000005,F,29,2014,649
E06000005,F,29,2015,663
E06000005,F,29,2016,634.9466373203
E06000005,F,29,2017,658.7463226413
E06000005,F,29,2018,655.6926524004
E06000005,F,29,2019,686.1784138997
E06000005,F,29,2020,719.0159410627
E06000005,F,29,2021,715.7220054951
E06000005,F,29,2022,667.4269416624
E06000005,F,29,2023,643.3939421481
E06000005,F,29,2024,626.460609063
E06000005,F,29,2025,655.4857257686
E06000005,F,29,2026,633.5943143086
E06000005,F,29,2027,655.3292892722
E06000005,F,29,2028,669.7219222038
E06000005,F,29,2029,577.4837860615
E06000005,F,29,2030,577.6902328345
E06000005,F,29,2031,527.3568265119
E06000005,F,29,2032,565.106720857
E06000005,F,29,2033,586.4918735622
E06000005,F,29,2034,575.2954871987
E06000005,F,29,2035,645.3541892549
E06000005,F,29,2036,630.068751416
E06000005,F,29,2037,684.8414423229
E06000005,F,30,2011,677
E06000005,F,30,2012,654
E06000005,F,30,2013,643
E06000005,F,30,2014,706
E06000005,F,30,2015,651.0367069486
E06000005,F,30,2016,665.0533121731
E06000005,F,30,2017,636.9957148695
E06000005,F,30,2018,660.803876806
E06000005,F,30,2019,657.7430137669
E06000005,F,30,2020,688.2296999982
E06000005,F,30,2021,721.058016682
E06000005,F,30,2022,717.754163194
E06000005,F,30,2023,669.4600975044
E06000005,F,30,2024,645.4416883422
E06000005,F,30,2025,628.5156115741
E06000005,F,30,2026,657.5458418981
E06000005,F,30,2027,635.6456599757
E06000005,F,30,2028,657.3872513084
E06000005,F,30,2029,671.7733157835
E06000005,F,30,2030,579.5308333981
E06000005,F,30,2031,579.7651479906
E06000005,F,30,2032,529.4316708781
E06000005,F,30,2033,567.1967717117
E06000005,F,30,2034,588.5705150209
E06000005,F,30,2035,577.3676713331
E06000005,F,30,2036,647.4297579343
E06000005,F,30,2037,632.1231533018
E06000005,F,31,2011,709
E06000005,F,31,2012,672
E06000005,F,31,2013,642
E06000005,F,31,2014,642
E06000005,F,31,2015,704.8278546406
E06000005,F,31,2016,649.8069388535
E06000005,F,31,2017,663.8740066588
E06000005,F,31,2018,635.8035077061
E06000005,F,31,2019,659.6374145762
E06000005,F,31,2020,656.5546922053
E06000005,F,31,2021,687.0442057638
E06000005,F,31,2022,719.8445589082
E06000005,F,31,2023,716.5106224882
E06000005,F,31,2024,668.2196145273
E06000005,F,31,2025,644.2454955929
E06000005,F,31,2026,627.3414067524
E06000005,F,31,2027,656.3871407069
E06000005,F,31,2028,634.4603194115
E06000005,F,31,2029,656.2220209874
E06000005,F,31,2030,670.5881266594
E06000005,F,31,2031,578.3324683615
E06000005,F,31,2032,578.6513954791
E06000005,F,31,2033,528.3176258617
E06000005,F,31,2034,566.1288904475
E06000005,F,31,2035,587.4679550537
E06000005,F,31,2036,576.2455401854
E06000005,F,31,2037,646.3179194545
E06000005,F,32,2011,659
E06000005,F,32,2012,711
E06000005,F,32,2013,679
E06000005,F,32,2014,644
E06000005,F,32,2015,645.0151075763
E06000005,F,32,2016,707.8423292578
E06000005,F,32,2017,652.7822382501
E06000005,F,32,2018,666.8836381674
E06000005,F,32,2019,638.8043464424
E06000005,F,32,2020,662.6557618449
E06000005,F,32,2021,659.5581671873
E06000005,F,32,2022,690.0496122166
E06000005,F,32,2023,722.8309527572
E06000005,F,32,2024,719.4765758941
E06000005,F,32,2025,671.1876595179
E06000005,F,32,2026,647.2436506042
E06000005,F,32,2027,630.3544917861
E06000005,F,32,2028,659.4107567892
E06000005,F,32,2029,637.4658177805
E06000005,F,32,2030,659.2412028808
E06000005,F,32,2031,673.5937307518
E06000005,F,32,2032,581.3291230937
E06000005,F,32,2033,581.7055807887
E06000005,F,32,2034,531.3715764353
E06000005,F,32,2035,569.2142262338
E06000005,F,32,2036,590.5296944735
E06000005,F,32,2037,579.2939885804
E06000005,F,33,2011,634
E06000005,F,33,2012,656
E06000005,F,33,2013,729
E06000005,F,33,2014,659
E06000005,F,33,2015,645.4951153657
E06000005,F,33,2016,646.5222772907
E06000005,F,33,2017,709.3485821359
E06000005,F,33,2018,654.2324128865
E06000005,F,33,2019,668.3830090421
E06000005,F,33,2020,640.2910866116
E06000005,F,33,2021,664.1675766325
E06000005,F,33,2022,661.0486700167
E06000005,F,33,2023,691.5428989564
E06000005,F,33,2024,724.2970205996
E06000005,F,33,2025,720.9134076775
E06000005,F,33,2026,672.6275114863
E06000005,F,33,2027,648.7266021655
E06000005,F,33,2028,631.8587771021
E06000005,F,33,2029,660.9300981867
E06000005,F,33,2030,638.9592103565
E06000005,F,33,2031,660.7542064902
E06000005,F,33,2032,675.0872803273
E06000005,F,33,2033,582.8098790856
E06000005,F,33,2034,583.2687028283
E06000005,F,33,2035,532.9342889327
E06000005,F,33,2036,570.8218668141
E06000005,F,33,2037,592.1035169141
E06000005,F,34,2011,564
E06000005,F,34,2012,618
E06000005,F,34,2013,655
E06000005,F,34,2014,721
E06000005,F,34,2015,656.1218963832
E06000005,F,34,2016,642.6360375858
E06000005,F,34,2017,643.667154308
E06000005,F,34,2018,706.493156773
E06000005,F,34,2019,651.3585634759
E06000005,F,34,2020,665.5253281339
E06000005,F,34,2021,637.429251227
E06000005,F,34,2022,661.3139805667
E06000005,F,34,2023,658.1880696314
E06000005,F,34,2024,688.6832152605
E06000005,F,34,2025,721.4283940457
E06000005,F,34,2026,718.035178432
E06000005,F,34,2027,669.7502773186
E06000005,F,34,2028,645.8635277929
E06000005,F,34,2029,629.0027076413
E06000005,F,34,2030,658.078973248
E06000005,F,34,2031,636.0995586537
E06000005,F,34,2032,657.9010003635
E06000005,F,34,2033,672.227680816
E06000005,F,34,2034,579.9460782017
E06000005,F,34,2035,580.431963998
E06000005,F,34,2036,530.0974076138
E06000005,F,34,2037,567.9997463622
E06000005,F,35,2011,669
E06000005,F,35,2012,555
E06000005,F,35,2013,622
E06000005,F,35,2014,656
E06000005,F,35,2015,722.2389264868
E06000005,F,35,2016,657.3008032489
E06000005,F,35,2017,643.8737854043
E06000005,F,35,2018,644.9170684548
E06000005,F,35,2019,707.7421255927
E06000005,F,35,2020,652.5506060089
E06000005,F,35,2021,666.7673801442
E06000005,F,35,2022,638.6584213045
E06000005,F,35,2023,662.5686203966
E06000005,F,35,2024,659.4210442387
E06000005,F,35,2025,689.9190419118
E06000005,F,35,2026,722.6365862173
E06000005,F,35,2027,719.213724975
E06000005,F,35,2028,670.9319253436
E06000005,F,35,2029,647.0889243427
E06000005,F,35,2030,630.249708525
E06000005,F,35,2031,659.3412322799
E06000005,F,35,2032,637.3354576232
E06000005,F,35,2033,659.1568389414
E06000005,F,35,2034,673.4637468657
E06000005,F,35,2035,581.1691806478
E06000005,F,35,2036,581.7386952887
E06000005,F,35,2037,531.4036228627
E06000005,F,36,2011,648
E06000005,F,36,2012,657
E06000005,F,36,2013,556
E06000005,F,36,2014,630
E06000005,F,36,2015,653.7284905654
E06000005,F,36,2016,719.9446360905
E06000005,F,36,2017,654.9429408578
E06000005,F,36,2018,641.5783290533
E06000005,F,36,2019,642.6344430384
E06000005,F,36,2020,705.4584862351
E06000005,F,36,2021,650.206651305
E06000005,F,36,2022,664.4764709526
E06000005,F,36,2023,636.3538121174
E06000005,F,36,2024,660.2910108711
E06000005,F,36,2025,657.1204533774
E06000005,F,36,2026,687.6214950009
E06000005,F,36,2027,720.3097562359
E06000005,F,36,2028,716.8555120437
E06000005,F,36,2029,668.5770287213
E06000005,F,36,2030,644.7803783417
E06000005,F,36,2031,627.9640089239
E06000005,F,36,2032,657.071677535
E06000005,F,36,2033,635.0379575405
E06000005,F,36,2034,656.8804927256
E06000005,F,36,2035,671.1664303334
E06000005,F,36,2036,578.8581486455
E06000005,F,36,2037,579.5162855032
E06000005,F,37,2011,726
E06000005,F,37,2012,649
E06000005,F,37,2013,664
E06000005,F,37,2014,557
E06000005,F,37,2015,632.5943269363
E06000005,F,37,2016,656.23383157
E06000005,F,37,2017,722.4221498304
E06000005,F,37,2018,657.3425409578
E06000005,F,37,2019,644.0545376749
E06000005,F,37,2020,645.1262936453
E06000005,F,37,2021,707.9490752235
E06000005,F,37,2022,652.6232883981
E06000005,F,37,2023,666.9582348467
E06000005,F,37,2024,638.8187016161
E06000005,F,37,2025,662.7890248473
E06000005,F,37,2026,659.5902506655
E06000005,F,37,2027,690.0950577289
E06000005,F,37,2028,722.7474102022
E06000005,F,37,2029,719.2547292632
E06000005,F,37,2030,670.9803573533
E06000005,F,37,2031,647.2405331952
E06000005,F,37,2032,630.4521091333
E06000005,F,37,2033,659.5795402532
E06000005,F,37,2034,637.5115328763
E06000005,F,37,2035,659.3800454367
E06000005,F,37,2036,673.6402405047
E06000005,F,37,2037,581.3151724151
E06000005,F,38,2011,725
E06000005,F,38,2012,720
E06000005,F,38,2013,662
E06000005,F,38,2014,669
E06000005,F,38,2015,559.1141964552
E06000005,F,38,2016,634.7718930963
E06000005,F,38,2017,658.3677669266
E06000005,F,38,2018,724.5424777553
E06000005,F,38,2019,659.424706793
E06000005,F,38,2020,646.1742560764
E06000005,F,38,2021,647.2536534084
E06000005,F,38,2022,710.0758125123
E06000005,F,38,2023,654.7137969699
E06000005,F,38,2024,669.0806699683
E06000005,F,38,2025,640.93285155
E06000005,F,38,2026,664.9194072597
E06000005,F,38,2027,661.7068003451
E06000005,F,38,2028,692.213460077
E06000005,F,38,2029,724.8482197588
E06000005,F,38,2030,721.336718781
E06000005,F,38,2031,673.0643719078
E06000005,F,38,2032,649.3523857804
E06000005,F,38,2033,632.5776361105
E06000005,F,38,2034,661.7147410091
E06000005,F,38,2035,639.6299306451
E06000005,F,38,2036,661.5111792266
E06000005,F,38,2037,675.7587556649
E06000005,F,39,2011,745
E06000005,F,39,2012,709
E06000005,F,39,2013,722
E06000005,F,39,2014,672
E06000005,F,39,2015,668.9151230705
E06000005,F,39,2016,559.0300917102
E06000005,F,39,2017,634.7152939912
E06000005,F,39,2018,658.2922228396
E06000005,F,39,2019,724.4610320591
E06000005,F,39,2020,659.3266981909
E06000005,F,39,2021,646.0925514377
E06000005,F,39,2022,647.1752614472
E06000005,F,39,2023,709.9971495349
E06000005,F,39,2024,654.619408864
E06000005,F,39,2025,669.0001436248
E06000005,F,39,2026,640.8487255233
E06000005,F,39,2027,664.8423278958
E06000005,F,39,2028,661.6237150732
E06000005,F,39,2029,692.1311804654
E06000005,F,39,2030,724.7583037354
E06000005,F,39,2031,721.238635768
E06000005,F,39,2032,672.967169913
E06000005,F,39,2033,649.2672667558
E06000005,F,39,2034,632.4984494772
E06000005,F,39,2035,661.6397518269
E06000005,F,39,2036,639.5476470192
E06000005,F,39,2037,661.4344255394
E06000005,F,40,2011,802
E06000005,F,40,2012,746
E06000005,F,40,2013,718
E06000005,F,40,2014,721
E06000005,F,40,2015,674.2963493381
E06000005,F,40,2016,671.2354601633
E06000005,F,40,2017,561.3520009255
E06000005,F,40,2018,637.0936411386
E06000005,F,40,2019,660.6316678486
E06000005,F,40,2020,726.7883875547
E06000005,F,40,2021,661.620074519
E06000005,F,40,2022,648.4193992715
E06000005,F,40,2023,649.5088893626
E06000005,F,40,2024,712.3302178704
E06000005,F,40,2025,656.9202111433
E06000005,F,40,2026,671.3294053849
E06000005,F,40,2027,643.1705864868
E06000005,F,40,2028,667.1786516868
E06000005,F,40,2029,663.9477079314
E06000005,F,40,2030,694.4568327888
E06000005,F,40,2031,727.0682860759
E06000005,F,40,2032,723.5318683357
E06000005,F,40,2033,675.2622188424
E06000005,F,40,2034,651.5871077623
E06000005,F,40,2035,634.8304504059
E06000005,F,40,2036,663.9803592474
E06000005,F,40,2037,641.8732825724
E06000005,F,41,2011,771
E06000005,F,41,2012,807
E06000005,F,41,2013,749
E06000005,F,41,2014,710
E06000005,F,41,2015,724.8474999473
E06000005,F,41,2016,678.131946887
E06000005,F,41,2017,675.1085069208
E06000005,F,41,2018,565.2274714033
E06000005,F,41,2019,641.0571970087
E06000005,F,41,2020,664.5344353297
E06000005,F,41,2021,730.6723346657
E06000005,F,41,2022,665.4510026284
E06000005,F,41,2023,652.3026116226
E06000005,F,41,2024,653.4026420327
E06000005,F,41,2025,716.2230887085
E06000005,F,41,2026,660.7627223934
E06000005,F,41,2027,675.2163760642
E06000005,F,41,2028,647.045970492
E06000005,F,41,2029,671.0766183079
E06000005,F,41,2030,667.8264105455
E06000005,F,41,2031,698.33814091
E06000005,F,41,2032,730.925134674
E06000005,F,41,2033,727.3625937896
E06000005,F,41,2034,679.0958001832
E06000005,F,41,2035,655.4593818533
E06000005,F,41,2036,638.7216724725
E06000005,F,41,2037,667.884998986
E06000005,F,42,2011,728
E06000005,F,42,2012,766
E06000005,F,42,2013,811
E06000005,F,42,2014,744
E06000005,F,42,2015,709.0135636133
E06000005,F,42,2016,723.915287978
E06000005,F,42,2017,677.1766391868
E06000005,F,42,2018,674.225638036
E06000005,F,42,2019,564.3491761857
E06000005,F,42,2020,640.3491959895
E06000005,F,42,2021,663.708644183
E06000005,F,42,2022,729.8103394182
E06000005,F,42,2023,664.4865583666
E06000005,F,42,2024,651.4394107094
E06000005,F,42,2025,652.5596624983
E06000005,F,42,2026,715.3783729299
E06000005,F,42,2027,659.8206457991
E06000005,F,42,2028,674.3604067076
E06000005,F,42,2029,646.1674664005
E06000005,F,42,2030,670.2418096002
E06000005,F,42,2031,666.9542897429
E06000005,F,42,2032,697.4711153348
E06000005,F,42,2033,730.0108119956
E06000005,F,42,2034,726.3978388214
E06000005,F,42,2035,678.1366448527
E06000005,F,42,2036,654.5750250848
E06000005,F,42,2037,637.8738331444
E06000005,F,43,2011,777
E06000005,F,43,2012,721
E06000005,F,43,2013,778
E06000005,F,43,2014,812
E06000005,F,43,2015,743.7381012637
E06000005,F,43,2016,708.8577481328
E06000005,F,43,2017,723.8136787458
E06000005,F,43,2018,677.0517875039
E06000005,F,43,2019,674.1734572538
E06000005,F,43,2020,564.3014685086
E06000005,F,43,2021,640.4722362481
E06000005,F,43,2022,663.7133103091
E06000005,F,43,2023,729.778887463
E06000005,F,43,2024,664.3524363766
E06000005,F,43,2025,651.4069655124
E06000005,F,43,2026,652.547335372
E06000005,F,43,2027,715.3642735975
E06000005,F,43,2028,659.7089250197
E06000005,F,43,2029,674.3351778174
E06000005,F,43,2030,646.1195073996
E06000005,F,43,2031,670.2376995141
E06000005,F,43,2032,666.9126984792
E06000005,F,43,2033,697.4346913306
E06000005,F,43,2034,729.9269549073
E06000005,F,43,2035,726.2634867254
E06000005,F,43,2036,678.0079860151
E06000005,F,43,2037,654.5213583104
E06000005,F,44,2011,798
E06000005,F,44,2012,770
E06000005,F,44,2013,720
E06000005,F,44,2014,784
E06000005,F,44,2015,811.9400528179
E06000005,F,44,2016,743.6285005979
E06000005,F,44,2017,708.869546899
E06000005,F,44,2018,723.8872491611
E06000005,F,44,2019,677.098669307
E06000005,F,44,2020,674.3034890782
E06000005,F,44,2021,564.4364677694
E06000005,F,44,2022,640.8024849733
E06000005,F,44,2023,663.9078456621
E06000005,F,44,2024,729.9323612741
E06000005,F,44,2025,664.3885751479
E06000005,F,44,2026,651.5595849983
E06000005,F,44,2027,652.7227538144
E06000005,F,44,2028,715.537624922
E06000005,F,44,2029,659.7706453034
E06000005,F,44,2030,674.4960040273
E06000005,F,44,2031,646.2541645337
E06000005,F,44,2032,670.4225464501
E06000005,F,44,2033,667.0545947321
E06000005,F,44,2034,697.582572917
E06000005,F,44,2035,730.0205838953
E06000005,F,44,2036,726.2994687125
E06000005,F,44,2037,678.0505809579
E06000005,F,45,2011,836
E06000005,F,45,2012,786
E06000005,F,45,2013,772
E06000005,F,45,2014,724
E06000005,F,45,2015,780.8185463659
E06000005,F,45,2016,808.7443589466
E06000005,F,45,2017,740.4258077761
E06000005,F,45,2018,705.6839765211
E06000005,F,45,2019,720.7103860091
E06000005,F,45,2020,673.9180401376
E06000005,F,45,2021,671.1345873138
E06000005,F,45,2022,561.2682636122
E06000005,F,45,2023,637.6618162356
E06000005,F,45,2024,660.7480306706
E06000005,F,45,2025,726.7667602639
E06000005,F,45,2026,661.2064280902
E06000005,F,45,2027,648.3938691015
E06000005,F,45,2028,649.5602490853
E06000005,F,45,2029,712.3748278671
E06000005,F,45,2030,656.5921052463
E06000005,F,45,2031,671.3314446024
E06000005,F,45,2032,643.0859110388
E06000005,F,45,2033,667.2613720363
E06000005,F,45,2034,663.8873613055
E06000005,F,45,2035,694.4161851071
E06000005,F,45,2036,726.8465447512
E06000005,F,45,2037,723.1173016587
E06000005,F,46,2011,792
E06000005,F,46,2012,847
E06000005,F,46,2013,806
E06000005,F,46,2014,760
E06000005,F,46,2015,726.2589961302
E06000005,F,46,2016,783.1030408038
E06000005,F,46,2017,810.9858959507
E06000005,F,46,2018,742.6462735157
E06000005,F,46,2019,707.9560869813
E06000005,F,46,2020,723.0087120807
E06000005,F,46,2021,676.2049908374
E06000005,F,46,2022,673.4569079061
E06000005,F,46,2023,563.5926609496
E06000005,F,46,2024,640.0692387366
E06000005,F,46,2025,663.0976592982
E06000005,F,46,2026,729.0989861564
E06000005,F,46,2027,663.4887763282
E06000005,F,46,2028,650.7257994242
E06000005,F,46,2029,651.901824477
E06000005,F,46,2030,714.7155145286
E06000005,F,46,2031,658.8853231722
E06000005,F,46,2032,673.6668537862
E06000005,F,46,2033,645.4101497187
E06000005,F,46,2034,669.6069645009
E06000005,F,46,2035,666.2146680715
E06000005,F,46,2036,696.7460554548
E06000005,F,46,2037,729.1533423203
E06000005,F,47,2011,808
E06000005,F,47,2012,793
E06000005,F,47,2013,841
E06000005,F,47,2014,813
E06000005,F,47,2015,763.7284086393
E06000005,F,47,2016,730.0594187473
E06000005,F,47,2017,786.9526730734
E06000005,F,47,2018,814.7523746334
E06000005,F,47,2019,746.3721209332
E06000005,F,47,2020,711.7818770623
E06000005,F,47,2021,726.8850582933
E06000005,F,47,2022,680.0592626633
E06000005,F,47,2023,677.3796190033
E06000005,F,47,2024,567.5192885389
E06000005,F,47,2025,644.1564351077
E06000005,F,47,2026,667.0728449625
E06000005,F,47,2027,733.040677838
E06000005,F,47,2028,667.334051273
E06000005,F,47,2029,654.6671093339
E06000005,F,47,2030,655.8616480343
E06000005,F,47,2031,718.6735921816
E06000005,F,47,2032,662.751596647
E06000005,F,47,2033,677.6148612832
E06000005,F,47,2034,649.3364334845
E06000005,F,47,2035,673.5745792247
E06000005,F,47,2036,670.1468570004
E06000005,F,47,2037,700.6832542464
E06000005,F,48,2011,807
E06000005,F,48,2012,803
E06000005,F,48,2013,797
E06000005,F,48,2014,826
E06000005,F,48,2015,809.6853239312
E06000005,F,48,2016,760.4298235827
E06000005,F,48,2017,726.8094139298
E06000005,F,48,2018,783.7358277512
E06000005,F,48,2019,811.4793833221
E06000005,F,48,2020,743.0717664127
E06000005,F,48,2021,708.548992334
E06000005,F,48,2022,723.686223054
E06000005,F,48,2023,676.845497715
E06000005,F,48,2024,674.2120526241
E06000005,F,48,2025,564.3543195019
E06000005,F,48,2026,641.0998177246
E06000005,F,48,2027,663.9405342128
E06000005,F,48,2028,729.8858395034
E06000005,F,48,2029,664.1141717011
E06000005,F,48,2030,651.5120997423
E06000005,F,48,2031,652.7190677483
E06000005,F,48,2032,715.5298214744
E06000005,F,48,2033,659.5458762813
E06000005,F,48,2034,674.4643573586
E06000005,F,48,2035,646.1712156016
E06000005,F,48,2036,670.4372666028
E06000005,F,48,2037,666.9856109995
E06000005,F,49,2011,779
E06000005,F,49,2012,794
E06000005,F,49,2013,812
E06000005,F,49,2014,796
E06000005,F,49,2015,826.2010070977
E06000005,F,49,2016,809.8180755045
E06000005,F,49,2017,760.5996012587
E06000005,F,49,2018,727.0904273919
E06000005,F,49,2019,784.0925733314
E06000005,F,49,2020,811.7073016963
E06000005,F,49,2021,743.2372743594
E06000005,F,49,2022,708.8692453726
E06000005,F,49,2023,724.0841492587
E06000005,F,49,2024,677.209037608
E06000005,F,49,2025,674.681532207
E06000005,F,49,2026,564.8295113515
E06000005,F,49,2027,641.823279682
E06000005,F,49,2028,664.4899870713
E06000005,F,49,2029,730.3840646663
E06000005,F,49,2030,664.4634735249
E06000005,F,49,2031,652.0103848269
E06000005,F,49,2032,653.2454973281
E06000005,F,49,2033,716.0534596488
E06000005,F,49,2034,659.9275658648
E06000005,F,49,2035,674.972893782
E06000005,F,49,2036,646.645748962
E06000005,F,49,2037,670.9758204813
E06000005,F,50,2011,787
E06000005,F,50,2012,789
E06000005,F,50,2013,789
E06000005,F,50,2014,805
E06000005,F,50,2015,793.9791961264
E06000005,F,50,2016,824.2112915274
E06000005,F,50,2017,807.7430789909
E06000005,F,50,2018,758.5710595039
E06000005,F,50,2019,725.2005937269
E06000005,F,50,2020,782.2968735583
E06000005,F,50,2021,809.7505404904
E06000005,F,50,2022,741.2030698079
E06000005,F,50,2023,707.0284046248
E06000005,F,50,2024,722.3397109482
E06000005,F,50,2025,675.4214080259
E06000005,F,50,2026,673.0262532633
E06000005,F,50,2027,563.1809888385
E06000005,F,50,2028,640.4846168609
E06000005,F,50,2029,662.9332604266
E06000005,F,50,2030,728.7640132182
E06000005,F,50,2031,662.657721793
E06000005,F,50,2032,650.3911106387
E06000005,F,50,2033,651.660825709
E06000005,F,50,2034,714.465206323
E06000005,F,50,2035,658.1621492709
E06000005,F,50,2036,673.3663010391
E06000005,F,50,2037,644.996267217
E06000005,F,51,2011,735
E06000005,F,51,2012,775
E06000005,F,51,2013,789
E06000005,F,51,2014,786
E06000005,F,51,2015,799.469099552
E06000005,F,51,2016,788.3992134266
E06000005,F,51,2017,818.6716481937
E06000005,F,51,2018,802.0931209876
E06000005,F,51,2019,752.9815147037
E06000005,F,51,2020,719.7900147306
E06000005,F,51,2021,777.00724649
E06000005,F,51,2022,804.2524102057
E06000005,F,51,2023,735.6056564211
E06000005,F,51,2024,701.6811443565
E06000005,F,51,2025,717.1160737505
E06000005,F,51,2026,670.1415249679
E06000005,F,51,2027,667.9175484362
E06000005,F,51,2028,558.0803883228
E06000005,F,51,2029,635.7842699131
E06000005,F,51,2030,657.949755613
E06000005,F,51,2031,723.6997359708
E06000005,F,51,2032,657.3538474529
E06000005,F,51,2033,645.3290049184
E06000005,F,51,2034,646.6425392765
E06000005,F,51,2035,709.4421332881
E06000005,F,51,2036,652.910230538
E06000005,F,51,2037,668.3203881403
E06000005,F,52,2011,735
E06000005,F,52,2012,744
E06000005,F,52,2013,777
E06000005,F,52,2014,787
E06000005,F,52,2015,784.0599129503
E06000005,F,52,2016,797.539684808
E06000005,F,52,2017,786.4208680748
E06000005,F,52,2018,816.7336633515
E06000005,F,52,2019,800.0451028664
E06000005,F,52,2020,750.9940748636
E06000005,F,52,2021,717.9806266141
E06000005,F,52,2022,775.3176948296
E06000005,F,52,2023,802.3547290883
E06000005,F,52,2024,733.6098328029
E06000005,F,52,2025,699.9348597955
E06000005,F,52,2026,715.4920269331
E06000005,F,52,2027,668.4610067464
E06000005,F,52,2028,666.4077494545
E06000005,F,52,2029,556.5780425182
E06000005,F,52,2030,634.6805980901
E06000005,F,52,2031,656.5625770988
E06000005,F,52,2032,722.2331274378
E06000005,F,52,2033,655.6488595187
E06000005,F,52,2034,643.8657131148
E06000005,F,52,2035,645.2220194517
E06000005,F,52,2036,708.0166901683
E06000005,F,52,2037,651.2568472544
E06000005,F,53,2011,767
E06000005,F,53,2012,733
E06000005,F,53,2013,736
E06000005,F,53,2014,778
E06000005,F,53,2015,785.0225709478
E06000005,F,53,2016,782.0563605145
E06000005,F,53,2017,795.5471664299
E06000005,F,53,2018,784.3781650133
E06000005,F,53,2019,814.7325080525
E06000005,F,53,2020,797.9310319193
E06000005,F,53,2021,748.9425040194
E06000005,F,53,2022,716.1112890462
E06000005,F,53,2023,773.5704866688
E06000005,F,53,2024,800.3937774598
E06000005,F,53,2025,731.5491007488
E06000005,F,53,2026,698.1302242506
E06000005,F,53,2027,713.8117068476
E06000005,F,53,2028,666.7223528413
E06000005,F,53,2029,664.8442640556
E06000005,F,53,2030,555.0215434544
E06000005,F,53,2031,633.532630473
E06000005,F,53,2032,655.1225547249
E06000005,F,53,2033,720.7127923295
E06000005,F,53,2034,653.8845341458
E06000005,F,53,2035,642.3499833408
E06000005,F,53,2036,643.7491972536
E06000005,F,53,2037,706.5386630101
E06000005,F,54,2011,695
E06000005,F,54,2012,763
E06000005,F,54,2013,740
E06000005,F,54,2014,722
E06000005,F,54,2015,773.1852698128
E06000005,F,54,2016,780.0260174828
E06000005,F,54,2017,777.0355069496
E06000005,F,54,2018,790.5369359297
E06000005,F,54,2019,779.3199739556
E06000005,F,54,2020,809.7141625363
E06000005,F,54,2021,792.8047184073
E06000005,F,54,2022,743.8762572136
E06000005,F,54,2023,711.218848752
E06000005,F,54,2024,768.794053911
E06000005,F,54,2025,795.412822726
E06000005,F,54,2026,726.4735892839
E06000005,F,54,2027,693.2996027206
E06000005,F,54,2028,709.0989278728
E06000005,F,54,2029,661.9534505892
E06000005,F,54,2030,660.2428346966
E06000005,F,54,2031,550.4261906442
E06000005,F,54,2032,629.3273747016
E06000005,F,54,2033,650.6370216009
E06000005,F,54,2034,716.1515618445
E06000005,F,54,2035,649.0905791191
E06000005,F,54,2036,637.7942462182
E06000005,F,54,2037,639.2335876186
E06000005,F,55,2011,672
E06000005,F,55,2012,694
E06000005,F,55,2013,756
E06000005,F,55,2014,734
E06000005,F,55,2015,718.9837830774
E06000005,F,55,2016,770.2358733559
E06000005,F,55,2017,776.8485550251
E06000005,F,55,2018,773.8286188069
E06000005,F,55,2019,787.3434861613
E06000005,F,55,2020,776.0663845572
E06000005,F,55,2021,806.5107549637
E06000005,F,55,2022,789.4658368322
E06000005,F,55,2023,740.6132235949
E06000005,F,55,2024,708.1732037329
E06000005,F,55,2025,765.8927633086
E06000005,F,55,2026,792.2546866164
E06000005,F,55,2027,723.1981455993
E06000005,F,55,2028,690.3314528275
E06000005,F,55,2029,706.2770310424
E06000005,F,55,2030,659.0605977406
E06000005,F,55,2031,657.560089632
E06000005,F,55,2032,547.7501226709
E06000005,F,55,2033,627.1399486525
E06000005,F,55,2034,648.0963198119
E06000005,F,55,2035,713.5176065757
E06000005,F,55,2036,646.165506529
E06000005,F,55,2037,635.1688828501
E06000005,F,56,2011,602
E06000005,F,56,2012,675
E06000005,F,56,2013,685
E06000005,F,56,2014,760
E06000005,F,56,2015,729.8908193288
E06000005,F,56,2016,714.9713683213
E06000005,F,56,2017,766.2714072419
E06000005,F,56,2018,772.7192190907
E06000005,F,56,2019,769.6785606742
E06000005,F,56,2020,783.2032002007
E06000005,F,56,2021,771.8826326473
E06000005,F,56,2022,802.3633854811
E06000005,F,56,2023,785.2205072632
E06000005,F,56,2024,736.4229883945
E06000005,F,56,2025,704.1397956683
E06000005,F,56,2026,761.9631080734
E06000005,F,56,2027,788.1391968413
E06000005,F,56,2028,718.9985302145
E06000005,F,56,2029,686.3540440828
E06000005,F,56,2030,702.4045362643
E06000005,F,56,2031,655.1365193415
E06000005,F,56,2032,653.7879228031
E06000005,F,56,2033,543.9822900076
E06000005,F,56,2034,623.725013089
